cadeia,osm_id,nome,marca,filial,tipo_comercio,morada_completa,rua,numero_porta,codigo_postal,cidade,telefone,email,website,horario,acessibilidade_cadeira_rodas,latitude,longitude
Dia,node/1305153224,La Plaza de DIA,La Plaza de DIA,,supermarket,Calle del General Pardiñas 96,Calle del General Pardiñas,96,,,,,,Mo-Sa 09:00-21:30; Su 10:00-15:00,,40.4341178,-3.677797
Dia,way/1308569664,Dia,Dia,,supermarket,,,,,,,,,,,38.4469452,-6.3795955
Dia,way/1312865783,Dia,Dia,,supermarket,,,,,,,,,,,39.1464113,-5.9193845
Dia,node/1320499817,Dia,Dia,,supermarket,,,,,,,,,,,36.7472736,-4.0526336
Dia,way/1321774528,Dia,Dia,,supermarket,,,,,,,,,,,37.8905381,-4.3794122
Dia,node/1323827194,Dia,Dia,,supermarket,,,,,,,,,,,37.3376348,-5.827671
Dia,way/1332844167,Dia Market,Dia Market,,supermarket,Bajada Paseo Natural 6,Bajada Paseo Natural,6,31100,Puente la Reina/Gares,,,,Mo-Sa 09:00-21:00,yes,42.6703604,-1.81627
Dia,node/1335058840,Dia,Dia,,supermarket,,,,,,,,,,,37.394668,-5.997403
Dia,node/1336972826,Maxi Dia,Maxi Dia,,supermarket,,,,,,,,,,,42.6628239,-2.0322481
Dia,way/1341310695,Dia,Dia,,supermarket,,,,,,,,,,,41.8317592,-1.5259603
Dia,way/1343579653,Dia,Dia Market,,supermarket,,,,,,,,,,,37.2397002,-1.8582162
Dia,node/1345286983,Dia,Dia,,supermarket,,,,,,,,,,,40.402624,-3.6793977
Dia,way/1346926088,Dia,Dia,,supermarket,,,,,,,,,,,39.4812627,-6.5818167
Dia,way/1347192203,Dia,Dia,,supermarket,,,,,,,,,,,40.0304445,-6.0845513
Dia,way/1349327956,Dia,Dia,,supermarket,,,,,,,,,,,37.3783052,-2.1344901
Dia,way/1349516824,Dia,Dia,,supermarket,,,,,,,,,,,40.4257532,-3.6821065
Dia,way/1351043371,Dia,Dia,,supermarket,,,,,,,,,,,39.4596152,-5.8767066
Dia,node/1372994050,Dia,Dia,,supermarket,,,,,,,,,,,37.8083913,-0.8318061
Dia,node/1376313663,Dia,Dia,,supermarket,,,,,,,,,,yes,42.2261615,-8.7345986
Dia,node/1378770541,Maxi Dia,Maxi Dia,,supermarket,,,,,,,,,,,40.4556469,-3.4837959
Dia,way/1381528761,Dia,Dia,,supermarket,,,,,,,,,,,43.5672657,-7.2614248
Dia,node/1386866730,Dia,Dia,,supermarket,,,,,,,,,,,41.5103839,2.1136245
Dia,node/1389732893,Sediaco Alimentación,Dia,,supermarket,Avenida de España 21,Avenida de España,21,,,,,,"Mo-Sa 09:00-14:00, 17:00-20:30; Su off",,40.1262187,-5.7008478
Dia,way/1391559544,Dia,Dia,,supermarket,,,,,,,,,,,37.3097671,-6.1067383
Dia,node/1402727614,Dia,Dia,,supermarket,,,,,,,,,,,36.5157771,-4.8873927
Dia,node/1404349044,Dia,Dia,,supermarket,Travesía Carretera Segovia 4,Travesía Carretera Segovia,4,40270,Carbonero El Mayor,,,,Mo-Sa 09:00-21:00,,41.1197334,-4.2654934
Dia,node/1404607210,Dia,Dia,,supermarket,,,,,,,,https://www.dia.es,,,42.0416999,3.1233797
Dia,node/1408176277,Dia,Dia,,supermarket,,,,,,,,,,,39.488829,-1.1018016
Dia,way/1410891717,Dia,Dia,,supermarket,,,,,,+34912170453,,,,,42.7746196,-6.6190128
Dia,way/1414529896,Dia Market,Dia Market,,supermarket,26,,26,,,,,,,,36.9377584,-2.132901
Dia,way/1415006952,Dia,Dia,,supermarket,Avenida de Aragón 12,Avenida de Aragón,12,28903,Getafe,,,,,,40.3107033,-3.718985
Dia,node/1421415635,Dia,Dia,,supermarket,Calle del Matadero 9,Calle del Matadero,9,37210,Vitigudino,,,,Mo-Sa 09:00-21:30,,41.0086427,-6.4324097
Dia,node/1423785058,La Plaza de DIA,La Plaza de DIA,,supermarket,C/ Hermanas Fernández de la Vega,C/ Hermanas Fernández de la Vega,,33770,Vegadeo,,,,,,43.4648315,-7.0513933
Dia,node/1426023291,Dia,Dia,,supermarket,,,,,,,,,,,43.6652944,-7.6018705
Dia,way/1426178312,Dia,Dia,,supermarket,Carretera Almería-Carchuna 1,Carretera Almería-Carchuna,1,,,+34 912170453,,,Mo-Sa 09:00-21:00,,36.7427303,-3.5125325
Dia,node/1426570206,Dia,Dia,,supermarket,,,,,,,,,,,43.3817967,-3.2208746
Dia,way/1446630744,Dia,Dia,,supermarket,Calle Cantos Molina 44,Calle Cantos Molina,44,06500,San Vicente de Alcántara,,,,,,39.3587496,-7.1349517
Dia,node/1446910712,Dia Market,Dia Market,,supermarket,Calle de Andrés Mellado 61,Calle de Andrés Mellado,61,28015,Madrid,,,,,yes,40.4368215,-3.7143394
Dia,node/1456056127,Dia,Dia,,supermarket,,,,,,,,,,,37.3828833,-5.9536265
Dia,node/1456056135,Dia,Dia,,supermarket,,,,,,,,,,,37.3774228,-5.9472911
Dia,node/1457727696,Dia,Dia,,supermarket,,,,,,,,,,,43.3925209,-5.7065065
Dia,way/1459545824,Dia,Dia,,supermarket,,,,,,,,,,,38.173018,-3.0014563
Dia,way/1461907518,Dia,Dia,,supermarket,,,,,El Ejido,,,,,,36.7743773,-2.8237171
Dia,way/1468554103,Dia,Dia,,supermarket,Avenida Escultor Juan de los Ríos Quintero,Avenida Escultor Juan de los Ríos Quintero,,,Utrera,,,,,,37.1728038,-5.7760571
Dia,node/1469265595,Dia,Dia,,supermarket,,,,,,,,https://www.dia.es,,,42.4127933,1.1311743
Dia,node/1472155034,Dia,Dia,,supermarket,,,,,,,,https://www.dia.es,Mo-Sa 09:00-19:00,,41.4472031,2.2151565
Dia,node/1474258853,Dia,Dia,,supermarket,,,,,,,,,,,36.6202801,-5.341084
Dia,node/1477263512,Dia,Dia,,supermarket,,,,,,,,,,,40.4772456,-3.3687696
Dia,way/1479805911,Dia,Dia,,supermarket,,,,,,,,,,,37.3523672,-5.2208762
Dia,way/1482290911,Dia,Dia,,supermarket,,,,,,,,,,,39.6918638,-3.7807813
Dia,node/1484662804,Maxi Dia,Maxi Dia,,supermarket,,,,,,,,,,,41.708876,-0.9970222
Dia,way/1485684863,Dia,Dia,,supermarket,,,,,,,,,,,37.5246311,-5.2524212
Dia,node/1488572243,Dia,Dia,& Go,supermarket,,,,,,,,,,,40.3937817,-3.7070344
Dia,node/1489195703,Dia,Dia,,supermarket,,,,,,,,,Mo-Sa 09:00-21:00,,41.6329168,-0.8870151
Dia,way/1492218111,Dia,Dia,,supermarket,,,,,,,,,,,40.3299039,-3.7588881
Dia,way/1507862831,Dia,Dia,,supermarket,Calle Retiro 2,Calle Retiro,2,10870,Ceclavín,,,,,,39.8215708,-6.7756774
Dia,node/1513666757,Dia,Dia,,supermarket,,,,,,,,,Mo-Su 08:30-22:00,,40.4058561,-3.753141
Dia,node/1517405721,Dia,Dia,,supermarket,,,,,,,,,,,40.4121117,-3.7332957
Dia,way/1535491255,Dia,Dia,,supermarket,,,,,,,,,,,36.8977341,-4.4258184
Dia,way/1536050450,Dia,Dia,,supermarket,Calle Amadeo Larán 8,Calle Amadeo Larán,8,24660,Ciñera,,,,Mo-Fr 09:00-21:00,,42.8838217,-5.6376487
Dia,node/1536473184,Dia,Dia,,supermarket,,,,,,,,,,,40.340396,-3.5188168
Dia,node/1541228466,Dia Market,Dia Market,,supermarket,,,,,,,,,,,40.4063576,-3.6060502
Dia,node/1543431217,Dia,Dia,,supermarket,,,,,,,,,Mo-Sa 09:00-21:00,yes,43.3323104,-3.0379993
Dia,node/1548794686,Dia,Dia,,supermarket,,,,,,,,,,yes,43.2561508,-2.9115593
Dia,node/1551041133,Dia,Dia,,supermarket,,,,,,,,,,yes,41.6742335,-0.8891023
Dia,node/1553139953,Dia,Dia,,supermarket,,,,,,,,,"Mo-Sa 09:00-21:30; Su,PH 10:00-14:30",no,40.4101594,-3.7389681
Dia,node/1554405378,Dia,Dia,,supermarket,,,,,,,,,,,42.6081427,-7.7624838
Dia,node/1567056039,Dia,Dia,,supermarket,Calle la Luna 8,Calle la Luna,8,23008,Jaén,,,,Mo-Fr 09:00-21:30,yes,37.7745017,-3.7853783
Dia,node/1569478524,Maxi Dia,Maxi Dia,,supermarket,Alameda Solano,Alameda Solano,,,,,,,,,36.4288088,-6.1439202
Dia,node/1586968679,Dia,Dia,,supermarket,Avinguda de les Garrigues 38,Avinguda de les Garrigues,38,25001,Lleida,,,,Mo-Sa 09:00-21:00; Su 10:00-15:00,,41.6115444,0.6317983
Dia,node/1590560668,Dia Market,Dia Market,,supermarket,Rúa do Dr. Fernández de la Vega 10,Rúa do Dr. Fernández de la Vega,10,36860,Ponteareas,,,https://www.dia.es/,,,42.1748644,-8.507255
Dia,node/1596952711,Dia,Dia,,supermarket,,,,,,,,,,,40.410441,-3.7278281
Dia,node/1597672981,Dia,Dia,,supermarket,,,,,,,,https://www.dia.es,,,41.3822852,2.188448
Dia,node/1598839264,Dia,Dia,,supermarket,Calle Comercio 4,Calle Comercio,4,45214,Cedillo del condado,,,,,,40.1183369,-3.931699
Dia,node/1600329916,Dia,Dia,,supermarket,,,,,,,,,,,36.7688411,-4.7101779
Dia,node/1607041153,Dia,Dia,,supermarket,,,,,,,,,,yes,41.668658,-0.8848107
Dia,node/1624468445,Dia,Dia,,supermarket,,,,,,,,,,,40.7346916,-3.5811947
Dia,node/1629949916,Maxi Dia,Maxi Dia,,supermarket,,,,,,,,,,,36.4112827,-6.1412952
Dia,node/1641089448,Dia,Dia,,supermarket,Avenida de Madrid 2,Avenida de Madrid,2,34004,Palencia,,,,Mo-Sa 09:00-21:30,,41.9920666,-4.5208187
Dia,node/1643963069,Dia,Dia,,supermarket,carrer de Vilaseca 1-3,carrer de Vilaseca,1-3,08250,Sant Joan de Vilatorrada,+34 912 17 04 53,,https://www.dia.es,"Mo-Th 09:15-13:15,17:15-20:00+; Fr 09:15-13:30; Th 17:15-20:00+; Sa 09:15-13:45+",yes,41.7449551,1.8065143
Dia,node/1649044182,Dia,Dia,,supermarket,Calle San Lázaro 7,Calle San Lázaro,7,33008,Oviedo,+34 985 201372,,http://www.grupoelarbol.com/,,,43.3538082,-5.8431774
Dia,node/1654397634,Dia,Dia,,supermarket,,,,,,,,,,,43.4408221,-3.4550411
Dia,node/1667146281,Dia,Dia,,supermarket,Calle Antonio Maura 1-3,Calle Antonio Maura,1-3,34001,Palencia,,,,Mo-Sa 09:00-21:30,,42.0119882,-4.5348362
Dia,node/1667422190,Dialprix Dr. Fleming,Dialprix,,supermarket,Carrer Doctor Fleming 39,Carrer Doctor Fleming,39,03690,San Vicente del Raspeig,+34 965671238,,https://dialprix.es/,Mo-Sa 09:00-21:00,,38.4008067,-0.5220596
Dia,node/1667692461,Dia,Dia,,supermarket,,,,,,,,,,,42.2365036,-8.7040917
Dia,node/1670581396,Dia,Dia,,supermarket,Calle Pintor Crispín 12,Calle Pintor Crispín,12,31008,,,,,,,42.8083284,-1.656985
Dia,node/1675534122,Dia,Dia,,supermarket,,,,,,,,,,,40.4703767,-3.6475172
Dia,node/1676803559,Dia,Dia,,supermarket,Santiago karrika,Santiago karrika,,31700,Elizondo,,,,,,43.142555,-1.5209309
Dia,node/1678426068,Dialprix,Dia,,supermarket,,,,,,,,,,,38.341917,-0.4953093
Dia,node/1696052855,Dia,Dia,,supermarket,,,,,,,,,,,40.3579958,-3.6941053
Dia,node/1696897770,Dia,Dia,,supermarket,Calle del León 6,Calle del León,6,47003,Valladolid,,,,Mo-Sa 09:00-21:30,,41.6557316,-4.7261139
Dia,node/1704572733,Dia,Dia,,supermarket,Calle Miguel Ángel 14,Calle Miguel Ángel,14,28932,,,,,,,40.3313045,-3.8641625
Dia,node/1704663245,Dia,Dia,,supermarket,,,,,,,,,,,36.6251429,-6.3588981
Dia,node/1706545601,Dia Market,Dia Market,,supermarket,,,,,,,,,,,40.4543703,-3.6959952
Dia,node/1706985411,Dia,Dia,,supermarket,Carrer de Radas 7,Carrer de Radas,7,08004,,,,https://www.dia.es,Mo-Sa 08:30-21:30,,41.3745191,2.1612935
Dia,node/1708108781,Dia,Dia,,supermarket,,,,,,,,,Mo-Sa 09:30-21:30,,36.845235,-2.4646116
Dia,node/1708109406,La Plaza de DIA,La Plaza de DIA,,supermarket,,,,,,,,,Mo-Sa 09:30-21:00,,36.8450029,-2.4643514
Dia,node/1708713096,Maxi Dia,Maxi Dia,,supermarket,Glorieta del Universo 10,Glorieta del Universo,10,28341,,,,https://www.dia.es/,,,40.1832155,-3.6810155
Dia,node/1708952090,Dia,Dia,,supermarket,,,,,,,,,,yes,39.4744721,-0.3455868
Dia,node/1712578905,Dia,Dia,,supermarket,,,,,,,,,,,37.1414116,-6.8226867
Dia,node/1713015350,Dia Market,Dia Market,,supermarket,,,,,,,,,,,40.3503296,-3.8263681
Dia,node/1714155642,Dia,Dia,,supermarket,,,,,,,,,,yes,36.7238068,-4.2759723
Dia,node/1718454012,Dia Market,Dia Market,,supermarket,Carrer de la Comtessa de Sobradiel 3,Carrer de la Comtessa de Sobradiel,3,08002,,,,,,,41.3808774,2.1780868
Dia,node/1733627623,Dia,Dia,,supermarket,,,,,,,,,,,41.283774,-4.6820538
Dia,node/1737136969,Dia,Dia,,supermarket,,,,,,,,,,,38.8788851,-6.9553042
Dia,node/1737165127,Dia,Dia,,supermarket,Polígon Industrial la Coromina del Bac 1-2,Polígon Industrial la Coromina del Bac,1-2,17860,Sant Joan de les Abadesses,,,,,,42.2355567,2.2931879
Dia,node/1743966219,Dia,Dia,,supermarket,,,,,,,,,,,40.4869762,-3.7174323
Dia,node/1755456235,Dia,Dia,,supermarket,Avinguda de la República Argentina 31,Avinguda de la República Argentina,31,,,,,https://www.dia.es,,,41.4083034,2.1472479
Dia,node/1755464544,Dia,Dia,,supermarket,Carrer de Verdi 237,Carrer de Verdi,237,,,,,https://www.dia.es,,,41.4095619,2.1512953
Dia,node/1755468318,Dia,Dia,,supermarket,Carrer de Guillem Tell 28-32,Carrer de Guillem Tell,28-32,,,,,https://www.dia.es,,,41.402391,2.1482945
Dia,node/1755469304,Dia,Dia,,supermarket,Carrer de Craywinckel 20,Carrer de Craywinckel,20,,,,,https://www.dia.es,Mo-Sa 09:00-21:00; Su 09:00-14:00,,41.4117734,2.1388768
Dia,node/1757366907,Dia,Dia,,supermarket,,,,,,,,,Mo-Sa 09:00-21:30,,43.4862993,-5.2697366
Dia,node/1763132726,Dia,Dia,,supermarket,Calle Santo Domingo de Guzmán 7,Calle Santo Domingo de Guzmán,7,34005,Palencia,,,,"Mo-Fr 09:00-15:30,17:30-20:30; Sa 09:00-15:00; Su 10:00-15:00",,42.0135197,-4.5368265
Dia,node/1764261219,La Plaza de DIA,La Plaza de DIA,,supermarket,Calle Urano,Calle Urano,,29770,Torrox-Costa,,,https://www.dia.es,Mo-Sa 08:30-21:30,,36.7315572,-3.9630968
Dia,node/1769588894,Dia,Dia,,supermarket,,,,,,,,,,,42.6462658,-8.8884802
Dia,node/1783158533,Dia,Dia,,supermarket,Calle Diagonal 5,Calle Diagonal,5,34005,Palencia,,,,Mo-Sa 09:30-21:30,,42.0167898,-4.54192
Dia,node/1790050658,Dia,Dia,,supermarket,Rúa Santo Tomás 56,Rúa Santo Tomás,56,15002,A Coruña,,,,,,43.3793798,-8.4009579
Dia,node/1793693974,Dia,Dia,,supermarket,,,,,,,,,,,37.8993095,-4.7749319
Dia,node/1794859724,Dia Market,Dia Market,,supermarket,,,,,,,,,"Mo-Fr 09:30-14:00,16:30-21:00; Sa 09:30-14:00",,43.551882,-7.4424513
Dia,node/1797351566,Dia,Dia,,supermarket,,,,,,,,,,,41.2870797,-4.6853384
Dia,node/1800116128,Dia,Dia,,supermarket,Plaza de Barcelona,Plaza de Barcelona,,37004,Salamanca,,,,Mo-Sa 09:00-21:00,yes,40.97418,-5.6504642
Dia,node/1800116130,Dia,Dia,,supermarket,Paseo de la Estación 41-43,Paseo de la Estación,41-43,37004,Salamanca,,,,Mo-Sa 09:00-21:00,yes,40.9699014,-5.6548738
Dia,node/1805501884,Dia,Dia,,supermarket,,,,,,,,,,,36.9189983,-4.2932833
Dia,node/1806654246,Dia,Dia,,supermarket,,,,,,,,,,,38.4867615,-0.7882032
Dia,node/1814785414,Dia,Dia,,supermarket,,,,,,,,,,,43.3084525,-4.2340273
Dia,node/1815109405,Dia,Dia,,supermarket,,,,,,,,https://www.dia.es,,,41.8466181,3.098216
Dia,node/1816800338,La Plaza de DIA,La Plaza de DIA,,supermarket,,,,,,,,,,,40.4264314,-3.5267074
Dia,node/1818199636,Dia,Dia,,supermarket,,,,,,,,,,,40.368686,-3.4845376
Dia,node/1819493524,Dia,Dia,,supermarket,Avenida de la Constitución 27,Avenida de la Constitución,27,40006,Segovia,,,,Mo-Sa 09:00-21:30,,40.934009,-4.10858
Dia,node/1821631032,Dia,Dia,,supermarket,Calle Picasso 7,Calle Picasso,7,40450,Nava de la Asunción,,,,Mo-Sa 09:00-21:00,,41.1542938,-4.4916333
Dia,node/1837627076,Dia,Dia,,supermarket,Calle Málaga 1,Calle Málaga,1,04638,Mojácar Playa,,,https://www.dia.es/tiendas/buscador-tiendas/almeria/mojacar,,yes,37.1297403,-1.8313761
Dia,node/1845294520,Dia,Dia,,supermarket,Carrer del Rosselló 443-445,Carrer del Rosselló,443-445,,,,,https://www.dia.es,Mo-Sa 09:00-21:30; Su 09:00-21:00,,41.4059186,2.1738847
Dia,node/1855391252,Dia,Dia,,supermarket,,,,,,,,,,,43.2945623,-2.9947687
Dia,node/1855830329,Dia,Dia,,supermarket,,,,,,,,,,,40.8841485,0.8039395
Dia,node/1856187596,Dia Market,Dia Market,,supermarket,,,,,,,,,,,40.286904,-3.8045491
Dia,node/1869212762,Dia,Dia,,supermarket,,,,,,,,,,,36.9927715,-6.5366784
Dia,node/1877443885,Dia,Dia,,supermarket,,,,,,,,,,,41.7707485,-1.1196125
Dia,node/1882916837,Maxi Dia,Maxi Dia,,supermarket,,,,,,,,,Mo-Su 09:00-22:00,,41.7249565,2.9290066
Dia,node/1886723202,Dia,Dia,,supermarket,Calle de la Cigüeña 3-5,Calle de la Cigüeña,3-5,47012,Valladolid,,,,Mo-Sa 09:00-21:30,,41.6447414,-4.7127888
Dia,node/1887554910,Dia,Dia,,supermarket,Paseo de Farnesio 43,Paseo de Farnesio,43,47013,Valladolid,,,,Mo-Sa 09:00-21:00,,41.6384947,-4.726028
Dia,node/1887981304,Dia,Dia,,supermarket,Calle de Extremadura 12,Calle de Extremadura,12,,Fuenlabrada,,,,,,40.279919,-3.7968261
Dia,node/1889602490,Dia,Dia,& Go,supermarket,Calle del Doce de Octubre 11,Calle del Doce de Octubre,11,28009,Madrid,,,,Mo-Sa 08:30-22:00; Su 09:00-22:00,yes,40.4159181,-3.6757313
Dia,node/1895999779,Dia,Dia,,supermarket,,,,,,,,,Mo-Sa 09:00-21:30; Su 09:30-15:00,yes,37.9921592,-0.6755036
Dia,node/1902387425,La Plaza de DIA,La Plaza de DIA,,supermarket,,,,,,,,,,,38.859782,-6.0990538
Dia,node/1902387492,Dia Market,Dia Market,,supermarket,,,,,,,,,,,38.8585643,-6.1004244
Dia,node/1908094864,Dia,Dia,,supermarket,,,,,,,,https://www.dia.es,,,41.5394209,2.2116215
Dia,node/1908823691,Dia,Dia,,supermarket,,,,,,,,,,,40.0454602,-4.211973
Dia,node/1910791411,Dia,Dia,,supermarket,,,,,,,,,,,40.0263319,-3.9083631
Dia,node/1917865014,Dia,Dia,,supermarket,,,,,,,,,,yes,40.4185005,-3.6773828
Dia,node/1918470275,La Plaza de Dia,Dia,,supermarket,Calle Martínez Maldonado 53,Calle Martínez Maldonado,53,,,,,,,,36.7212886,-4.4360048
Dia,node/1918871533,Dia,Dia,,supermarket,,,,,,,,,Mo-Sa 09:00-21:00,yes,36.7223592,-3.3633031
Dia,node/1926890037,Dia,Dia,,supermarket,Valderromán,Valderromán,,28035,,,,,,,40.4698788,-3.7223299
Dia,node/1930449152,Dia,Dia,,supermarket,Calle de Pamplona 45,Calle de Pamplona,45,28039,Madrid,,,,,,40.4554084,-3.706747
Dia,node/1934959553,Dia Market,Dia Market,,supermarket,,,,,,,,,,,40.2952801,-3.7875915
Dia,node/1936419821,Dia,Dia,,supermarket,Calle de Doña Berenguela 19,Calle de Doña Berenguela,19,28011,,,,https://www.dia.es,Mo-Su 09:00-22:00,yes,40.4125345,-3.7264756
Dia,node/1936419823,Dia Market,Dia Market,,supermarket,Paseo de Extremadura 9,Paseo de Extremadura,9,28011,,,,https://www.eroski.es/es/,Mo-Su 08:30-22:00,,40.4137542,-3.7260959
Dia,node/1955250158,Dia,Dia,,supermarket,,,,,,,,,,,40.4048988,-3.7449423
Dia,node/1956564699,Dia,Dia,,supermarket,,,,,,,,,,,39.8676269,-3.9437214
Dia,node/1963161260,Dia,Dia,,supermarket,,,,,,,,,,,38.113028,-0.7893056
Dia,node/1966861803,Dialprix,Dia,,supermarket,Carrer de Tarragona 5,Carrer de Tarragona,5,12003,Castelló de la Plana,,,,,,39.9872154,-0.0331511
Dia,node/1968283025,Dia,Dia,,supermarket,,,,,,,,,,,43.463549,-5.0650138
Dia,node/1968324764,Dia,Dia,,supermarket,Carrer de Rafalafena 19,Carrer de Rafalafena,19,12003,Castellón de la Plana,,,,Mo-Sa 09:00-21:30; Su off,yes,39.9885633,-0.0323296
Dia,node/1968693605,Dia,Dia,,supermarket,,,,,,,,,Mo-Sa 09:00-21:30,,38.2386791,-6.0114256
Dia,node/1972293656,Dia,Dia,,supermarket,Calle Candelaria Ruiz del Árbol 16,Calle Candelaria Ruiz del Árbol,16,49016,Zamora,,,,Mo-Sa 09:00-21:30,,41.5045821,-5.736069
Dia,node/1983548443,Dia,Dia,,supermarket,Avenida de Federico García Lorca,Avenida de Federico García Lorca,,04004,Almería,,,,,,36.8434946,-2.4581583
Dia,node/1986648735,Dia,Dia,,supermarket,,,,,,,,,Mo-Sa 09:00-21:00,yes,43.292051,-2.9917931
Dia,node/1988329189,Dia,Dia,,supermarket,Calle Solana 6,Calle Solana,6,49190,Morales del Vino,,,,Mo-Sa 09:00-21:30,,41.4455667,-5.7352923
Dia,node/1992784569,Dia,Dia,,supermarket,,,,,,,,,,yes,43.5743364,-5.9288215
Dia,node/1992878408,La Plaza de DIA,La Plaza de DIA,,supermarket,,,,,,,,,,yes,40.4494119,-3.7106556
Dia,node/1993021657,Dia,Dia,,supermarket,,,,,Esplugues de Llobregat,,,https://www.dia.es,,,41.3693161,2.0836426
Dia,node/1998433573,Dia,Dia,,supermarket,Calle de Escosura 16,Calle de Escosura,16,28015,Madrid,,,,,,40.435552,-3.7066426
Dia,node/1998960025,Dia,Dia,,supermarket,,,,,,,,,,,42.7892436,-1.6161302
Dia,node/2000485893,Dia,Dia,,supermarket,,,,,,,,,,,43.354337,-3.0096638
Dia,node/2011492710,Dia,Dia,,supermarket,,,,,,,,,,,40.3974594,-3.7659321
Dia,node/2012832575,Dialprix,Dia,,supermarket,,,,,,,,,,yes,38.5376721,-0.1070018
Dia,node/2019420020,Dia,Dia,,supermarket,Estrada Cambre-O Temple 24,Estrada Cambre-O Temple,24,15660,Cambre,+34 912 17 04 53,,https://www.dia.es/compra-online/,Mo-Sa 09:00-21:00,yes,43.2938628,-8.3440652
Dia,node/2019672774,Maxi Dia,Maxi Dia,,supermarket,,,,,,,,,,,40.6543283,-4.0219509
Dia,node/2026732711,Dia,Dia,,supermarket,Calle Santa Bárbara 14-16,Calle Santa Bárbara,14-16,47270,Cigales,,,,Mo-Sa 09:00-21:00; Su 09:00-15:00,,41.755784,-4.7017712
Dia,node/2052621652,Dia,Dia,,supermarket,Calle del Padre Vicente Salgado 1,Calle del Padre Vicente Salgado,1,49300,Puebla de Sanabria,,,,Mo-Sa 09:00-21:00,,42.0552269,-6.6310607
Dia,node/2056865643,Dia,Dia,,supermarket,,,,,,,,,,,40.2873693,-4.0130864
Dia,node/2071364900,Dia,Dia,,supermarket,,,,,,,,,,,38.0602461,-6.6467222
Dia,node/2078498024,Dia,Dia,,supermarket,,,,,,,,,,,40.1364212,-3.6684356
Dia,node/2082659440,Dia,Dia,,supermarket,,,,,,,,,,yes,40.4552056,-3.7037506
Dia,node/2085858085,Maxi Dia,Maxi Dia,,supermarket,,,,,,,,,,,36.8358026,-2.4488837
Dia,node/2092674938,La Plaza de DIA,La Plaza de DIA,,supermarket,,,,,,,,,Mo-Sa 10:00-22:00,,41.6294652,-4.7844772
Dia,node/2092759479,Dia,Dia,,supermarket,,,,,,,,,,,40.0897876,-3.8754892
Dia,node/2093639211,Dia,Dia,,supermarket,Calle del Teniente Infante 18,Calle del Teniente Infante,18,,,,,,,,39.4680867,-3.5335756
Dia,node/2101690037,Dia,Dia,,supermarket,,,,,,,,,,,40.1167835,-3.8555357
Dia,node/2112858293,Dia,Dia,,supermarket,,,,,,,,,,,41.4513216,2.2370343
Dia,node/2117012524,Dia,Dia,,supermarket,,,,,,,,,,,41.6776433,-0.8877454
Dia,node/2119436077,Dia,Dia,,supermarket,,,,,,,,,,,40.28551,-3.7903973
Dia,node/2125245850,Dia,Dia,,supermarket,Zubigane kalea 7,Zubigane kalea,7,48600,Sopelana,,,,,limited,43.380058,-2.9800699
Dia,node/2125399162,Dia,Dia,,supermarket,,,,,,,,,,yes,43.1845411,-2.4699824
Dia,node/2126491483,Maxi Dia,Maxi Dia,,supermarket,,,,,,,,,,,36.7628419,-2.6221734
Dia,node/2134169185,Dia,Dia,,supermarket,,,,,,,,,,,40.5495234,-3.3769506
Dia,node/2135141809,Maxi Dia,Maxi Dia,,supermarket,,,,,,,,,,,36.7540537,-2.6082283
Dia,node/2135157819,Dia Market,Dia Market,,supermarket,,,,,,,,,Mo-Sa 09:00-21:30; Su 10:00-21:00,,40.3962222,-3.6984504
Dia,node/2139566958,La Plaza de DIA,La Plaza de DIA,,supermarket,,,,,,,,,,yes,40.4265314,-3.5332705
Dia,node/2144489303,Dia,Dia,,supermarket,,,,,,,,,,,40.38488,-3.7826425
Dia,node/2151921629,Maxi Dia,Maxi Dia,,supermarket,,,,,,,,,,,36.4475853,-6.2100147
Dia,node/2152032783,Dia Market,Dia Market,,supermarket,,,,,,,,,Mo-Sa 09:30-21:00,,36.8462442,-2.4418345
Dia,node/2152926422,Dia,Dia,,supermarket,,,,,,,,,,,37.2205914,-3.6436123
Dia,node/2155251701,Dia,Dia,,supermarket,Avenida de los Derechos Humanos 21,Avenida de los Derechos Humanos,21,09007,Burgos,,,,Mo-Sa 09:00-21:00,,42.3519931,-3.667122
Dia,node/2167289207,Dia,Dia,,supermarket,,,,,,,,,Mo-Sa 09:00-21:30,,41.3727931,2.1056353
Dia,node/2178176688,Dia,Dia,,supermarket,San Frantzisko kalea 35,San Frantzisko kalea,35,,,,,,Mo-Sa 09:00-21:00,yes,43.3250717,-1.9721926
Dia,node/2201368101,Dia,Dia,,supermarket,Rúa do Avío 2,Rúa do Avío,2,15705,Santiago de Compostela,,,,Mo-Sa 09:00-21:00,,42.8935123,-8.5473714
Dia,node/2208154562,Dia,Dia,,supermarket,,,,,,,,https://www.dia.es,,,41.7886199,3.0233743
Dia,node/2212639554,Dia,Dia,,supermarket,Avinguda de Madrid 5,Avinguda de Madrid,5,08028,Barcelona,+34912170453,,https://www.dia.es,,,41.3760043,2.1229782
Dia,node/2217246011,Dia,Dia,,supermarket,Calle de Oña 123,Calle de Oña,123,,,,,,,,40.4886792,-3.6615746
Dia,node/2261593680,Dia,Dia,,supermarket,Carretera de Bustarviejo 26,Carretera de Bustarviejo,26,28792,,+34 918444227,,,"09:30-14:00,17:30-20:30",yes,40.8112568,-3.7664061
