osm_id,nome,marca,filial,tipo_comercio,amenidade,morada_completa,rua,numero_porta,codigo_postal,cidade,suburbio,estado,pais,telefone,email,website,horario,entrega,auto_checkout,estacionamento,acessibilidade_cadeira_rodas,latitude,longitude
relation/1549919,Mercadona,Mercadona,,supermarket,,,,,,Gijón/Xixón,,,,,,,,,,,,43.5434233,-5.7051418
relation/1811116,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,41.5910011,-0.9442328
relation/2792114,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,37.9700986,-1.225499
relation/2991108,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:15-21:15,,,,,40.1929245,-3.8043545
relation/3304109,Mercadona,Mercadona,,supermarket,,Carrer Riu Güell,Carrer Riu Güell,,,Girona,,,,+34 972400322,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,41.9669332,2.807177
relation/3981980,Mercadona,Mercadona,,supermarket,,Avinguda de Josep Tarradelles,Avinguda de Josep Tarradelles,,,Girona,,,,34972656301,,https://www.mercadona.es,Mo-Sa 09:15-21:15,,,,,41.9825539,2.8111065
relation/4211987,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-21:30; Su off,,,,,38.020042,-1.1380259
relation/4755295,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-21:30,,,,,41.856685,2.6748542
relation/6528866,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,41.622727,-0.9371521
relation/11506841,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,43.5407899,-7.0630713
relation/13644582,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.592806,-0.302633
relation/14573487,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.001855,-0.6575922
relation/16124355,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.0685872,-0.7339225
relation/18217243,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-22:00,,,,,38.0184527,-0.7020298
relation/19936634,Mercadona,Mercadona,,supermarket,,Calle Alcalde Julio Labradero s/n,Calle Alcalde Julio Labradero,s/n,28220,Majadahonda,,,,+34 916 39 08 43,,https://www.mercadona.es,"Mo-Sa 09:00-21:30; Su,PH off",,,,yes,40.4671082,-3.8763584
way/22858025,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.3689899,-0.4426191
way/23489896,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.355649,-0.4783817
way/23657728,Mercadona,Mercadona,,supermarket,,,,,,Oviedo,,,,,,https://www.mercadona.es,,,,,yes,43.3889863,-5.818866
way/26490196,Mercadona,Mercadona,,supermarket,parking,Avenida Los Majuelos s/n,Avenida Los Majuelos,s/n,38108,Taco - San Cristóbal de La Laguna,,,,,,,,,,surface,yes,28.4532495,-16.2973428
way/27372283,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,36.9892476,-5.9384194
way/27912558,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-22:00,,,,yes,37.9314861,-0.7261228
way/29249015,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.4643116,-3.4458325
way/30254231,Mercadona,Mercadona,,supermarket,,Calle Rafael Lucenqui Martínez s/n,Calle Rafael Lucenqui Martínez,s/n,10004,Cáceres,,,,34927182600,,https://www.mercadona.es,,,,,,39.4881479,-6.3675772
way/34766694,Mercadona,Mercadona,,supermarket,,,,,,,,,,34965784586,,https://www.mercadona.es/,Mo-Sa 09:00-21:30,,,,yes,38.843434,0.1035299
way/35969653,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,40.4121046,0.4271597
way/37053940,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,yes,39.5381289,2.4387998
way/38350863,Mercadona,Mercadona,,supermarket,,Calle Caleruega s/n,Calle Caleruega,s/n,9001,Burgos,,,,+34 947 46 07 20,,https://www.mercadona.es,"Mo-Sa 09:00-21:30; Tu,Su off",,,,yes,42.3349579,-3.7121181
way/39274291,Mercadona,Mercadona,,supermarket,,Calle del Padre Llanos,Calle del Padre Llanos,,,Valladolid,,,,,,https://www.mercadona.es,,,,,,41.6415593,-4.7643154
way/41475938,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.7832516,0.1803927
way/42893732,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:15-21:15,,,,yes,40.9762571,-5.6480149
way/44115358,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:15-21:15,,,,yes,40.9713905,-5.6345669
way/44130998,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.3944783,-0.5190566
way/44830347,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,39.528817,2.5451465
way/45984000,Mercadona,Mercadona,,supermarket,,Calle de San Dalmacio 2,Calle de San Dalmacio,2,28021,,,,,34917978685,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,40.3442008,-3.6945375
way/50193164,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,37.2853219,-7.1463503
way/52504760,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30; PH closed,,,,yes,38.3665778,-0.4189696
way/53610133,Mercadona,Mercadona,,supermarket,,avinguda d'Amèrica,avinguda d'Amèrica,,7600,,,,,34971266118,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,limited,39.512068,2.753836
way/60044126,Mercadona,Mercadona,,supermarket,,Calle Berlín,Calle Berlín,,,,,,,+34 916 99 28 62,,https://www.mercadona.es,Mo-Fr 09:00-21:30; Sa 09:00-15:00,,,,,40.2377951,-3.7579845
way/60044170,Mercadona,Mercadona,,supermarket,,Calle Turín,Calle Turín,,,,,,,+34 916 05 47 36,,https://www.mercadona.es,,,,,,40.2365693,-3.7520837
way/61238947,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:15-21:15,,,,yes,42.7864783,-8.8904014
way/67484277,Mercadona,Mercadona,,supermarket,,Otaola hiribidea 20,Otaola hiribidea,20,20600,Eibar,,,,,,https://www.mercadona.es,9:15-21:15,,,,yes,43.1810602,-2.4850224
way/69103642,Mercadona,Mercadona,,supermarket,,Carrer de Bega 7,Carrer de Bega,7,46400,,,,,+34 961 72 21 92,,https://www.mercadona.es,"Mo-Tu, Th-Sa 09:00-21:30; We 09:00-19:00",,,,,39.1628121,-0.2552581
way/72679095,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,28.4291015,-16.3045615
way/72848111,Mercadona,Mercadona,,supermarket,,Carrer de Bartomeu Sureda Miserol,Carrer de Bartomeu Sureda Miserol,,,,,,,,,https://www.mercadona.es,,,,,,39.5890956,2.6224107
way/77625004,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,39.6228023,-0.3038983
way/78416656,Mercadona,Mercadona,,supermarket,,Calle San Miguel 11,Calle San Miguel,11,29780,Nerja,,,,+34 952 52 64 94,,https://www.mercadona.es,,,,,yes,36.7495777,-3.8783407
way/80419523,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,38.3513015,-0.771504
way/82608489,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.1916899,-0.5462837
way/84949527,Mercadona,Mercadona,,supermarket,,carrer de la Maquinària 11,carrer de la Maquinària,11,,Palma,,,,,,,,,,,,39.5929531,2.634569
way/86666395,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.0958653,-1.1650048
way/87313972,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,41.676976,2.281529
way/87672570,Mercadona,Mercadona,,supermarket,,Calle de la Ría de Solía 7,Calle de la Ría de Solía,7,39610,El Astillero,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,43.3944401,-3.8213218
way/88515525,Mercadona,Mercadona,,supermarket,,Carrer de Josep Maria Folch i Torres 5,Carrer de Josep Maria Folch i Torres,5,,,,,,,,https://www.mercadona.es,,,,,yes,41.1318901,1.2040912
way/88573436,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,36.8369522,-2.4563935
way/91068826,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.2807117,-5.9259064
way/92438439,Mercadona,Mercadona,,supermarket,,Carretera Majadahonda a Boadilla 84,Carretera Majadahonda a Boadilla,84,,,,,,,,https://www.mercadona.es,"Mo-Sa 09:00-21:30; Su,PH off",,,,yes,40.4592067,-3.8743262
way/98870003,Mercadona,Mercadona,,supermarket,,Calle Martínez Maldonado 6,Calle Martínez Maldonado,6,29007,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,36.7218626,-4.432199
node/99503486,Mercadona,Mercadona,,supermarket,,,,,46010,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,39.4766594,-0.3628127
way/101798018,Mercadona,Mercadona,,supermarket,,Avenida de los Escritores,Avenida de los Escritores,,24404,,,,,,,https://www.mercadona.es,,,,,,42.5493257,-6.6086859
way/102489558,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.0749488,-2.1512153
way/103932683,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,40.3423599,-3.8286002
way/106221992,Mercadona,Mercadona,,supermarket,,Paseo de Europa,Paseo de Europa,,,,,,,,,https://www.mercadona.es,,,,,,40.5466493,-3.6213135
way/106223134,Mercadona,Mercadona,,supermarket,,Avenida del Juncal 5,Avenida del Juncal,5,28703,San Sebastián de los Reyes,,,,,,https://www.mercadona.es,,,,,,40.5406858,-3.6239375
node/106333350,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.4531762,-0.4033839
way/107214396,Economy,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,37.7550341,-0.8456995
way/108139159,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.3419883,-3.8134955
way/108424458,Mercadona,Mercadona,,supermarket,,Avenida de la Virgen del Carmen 84,Avenida de la Virgen del Carmen,84,28033,Madrid,,,,,,https://www.mercadona.es,,,,,,40.475183,-3.6476654
way/109231364,Mercadona,Mercadona,,supermarket,,Avenida de Sevilla 1,Avenida de Sevilla,1,23440,Baeza,,,,,,https://www.mercadona.es,Mo-Sa 09:15-21:15,,,,,37.9973647,-3.4781678
way/109739771,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.600262,-3.2485359
node/109967232,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.4537653,-0.4037265
way/110266501,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.2833615,-5.9193667
way/112187483,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,42.45699,-2.4688151
way/112460175,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,38.8355435,0.1049122
way/115176013,Mercadona,Mercadona,,supermarket,,Avenida de Jerez 13,Avenida de Jerez,13,41013,Sevilla,,,,,,https://www.mercadona.es,,,,,yes,37.3268126,-5.964914
way/117361860,Mercadona,Mercadona,,supermarket,,Retuerto kalea 55,Retuerto kalea,55,,,,,,,,,,,,,,43.2854716,-3.0034157
way/118077213,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.5016198,-0.4470075
way/118393279,Mercadona,Mercadona,,supermarket,,Avenida de Nuestra Señora de la Victoria,Avenida de Nuestra Señora de la Victoria,,22700,Jaca,,,,,,https://www.mercadona.es,Mo-Sa 09:00-22:00,,,,,42.5652293,-0.5645147
way/120674913,Mercadona,Mercadona,,supermarket,,Passeig Països Catalans 192,Passeig Països Catalans,192,17190,Salt,,,,,,https://www.mercadona.es,,,,,,41.9722735,2.7871901
way/120712448,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:15-21:15,,,,yes,37.4047137,-5.9579736
way/121433452,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.3118312,-5.9412438
way/121814617,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,yes,39.5725956,2.6200157
way/122001752,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.7979541,-0.840228
way/122125179,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://mercadona.es,Mo-Sa 09:00-21:30,,,,,42.2633409,3.103101
way/122820773,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,yes,41.5065361,2.1184481
way/123278250,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:00,,,,,41.3775872,2.0928539
way/123396445,Mercadona,Mercadona,,supermarket,,,,,,La Carolina,,,,,,https://www.mercadona.es,09:00-21:30,,,,yes,38.2753043,-3.6117113
way/124115881,Mercadona,Mercadona,,supermarket,,Calle del Doctor Fleming 16,Calle del Doctor Fleming,16,28220,Majadahonda,,,,,,,"Mo-Sa 09:00-21:30; Su,PH off",,,,yes,40.4746531,-3.8776048
way/125763813,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,yes,41.471598,2.0852214
way/126610964,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:15,,,,limited,38.267971,-0.6904185
way/126610965,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:15,,,,,38.2658237,-0.704378
way/126854530,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.6578621,-1.7075198
way/126868719,Mercadona,Mercadona,,supermarket,,,,,,,,,,+34 91 463 7714,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,40.4014102,-3.7513981
way/128382753,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,39.9767167,0.017164
way/128567802,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,42.5835275,-5.5562007
way/129506026,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30; PH closed,,,,yes,37.2284245,-3.6358635
way/130259339,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,41.3960991,-4.30788
way/130441657,Mercadona,Mercadona,,supermarket,,Calle El Partal 19,Calle El Partal,19,18008,,,,,+34 958 136408,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,37.1570074,-3.5904311
way/130731073,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.3386543,-5.8508474
way/136588666,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,yes,40.3162999,-3.8788239
way/137944426,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.3646292,-3.5993571
way/138913622,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.3640116,-3.5898737
way/139353399,Mercadona,Mercadona,,supermarket,,Avenida de la Ilustración 4,Avenida de la Ilustración,4,11011,,,,,+34 956 28 72 82,atencionalcliente@mercadona.es,https://www.mercadona.es/,Mo-Sa 09:00-21:30,,,,yes,36.5075176,-6.2687941
way/139901915,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,43.4905683,-8.1980806
way/140126415,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-22:00,,,,,28.0498724,-16.6119709
way/140463802,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.3706123,-3.6114426
way/142705371,Mercadona,Mercadona,,supermarket,,Calle de Tineo 5,Calle de Tineo,5,28031,Madrid,,,,,,https://www.mercadona.es,,,,,,40.3741992,-3.6282767
way/143028988,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,39.0063458,-1.8850033
way/143430552,Mercadona,Mercadona,,supermarket,,Calle de Luarca 1,Calle de Luarca,1,28250,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30; Su off,,,,limited,40.5711947,-3.9245114
way/143973116,Mercadona,Mercadona,,supermarket,,Avenida de La Ribera 14,Avenida de La Ribera,14,48902,Barakaldo,,,,,,https://www.mercadona.es,Mo-Sa 09:30-21:30,,,,,43.2971845,-3.0013347
way/146459128,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,37.4014551,-1.6006312
way/147087007,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.9369113,-1.1636737
way/147133845,Mercadona,Mercadona,,supermarket,,Plaça de Francisca Navarro 8,Plaça de Francisca Navarro,8,46100,Burjassot,,,,+34 963 63 58 40,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,39.5118797,-0.4104521
way/147256014,Mercadona,Mercadona,,supermarket,,Avinguda del País Valencià 35,Avinguda del País Valencià,35,46970,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,39.4555595,-0.457851
way/148610643,Mercadona,Mercadona,,supermarket,,Avenida José Atarés 103,Avenida José Atarés,103,50018,Zaragoza,,,,,,https://www.mercadona.es,,,,,,41.6734412,-0.8986324
way/150036410,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.5086306,-3.3529043
way/150056195,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,yes,43.3235351,-3.0073848
way/150845736,Mercadona,Mercadona,,supermarket,,Calle la Sierra 3,Calle la Sierra,3,,,,,,,,https://www.mercadona.es,,,,,,40.6399836,-3.1513819
way/152321705,Mercadona,Mercadona,,supermarket,,Avenida de Playamar,Avenida de Playamar,,29620,Torremolinos,,,,,,https://www.mercadona.es,,,,,,36.629302,-4.4920243
way/153326321,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,37.3793093,-6.081327
way/154853069,Mercadona,Mercadona,,supermarket,,Calle de Martínez de la Riva 4,Calle de Martínez de la Riva,4,28053,Madrid,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,40.395454,-3.6682968
way/164009491,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:15-21:15,,,,,38.4307083,-0.394514
way/164862156,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.5913572,2.6547174
way/165357794,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.6734616,-1.6961276
way/167318169,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,36.5320877,-6.1998358
way/170578519,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.116834,-0.6576019
node/170992343,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.4028283,-3.696878
way/171722061,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,36.4062452,-5.1922489
way/171962629,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,42.3688643,-3.6559042
way/172796711,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,yes,40.343687,-3.8492751
way/173964495,Mercadona,Mercadona,,supermarket,,Avenida Ramón Núñez Montero 58,Avenida Ramón Núñez Montero,58,15173,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,43.333082,-8.3058068
way/174860934,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,41.8154367,3.0524638
way/176761701,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,28.4900167,-16.3694197
way/176820180,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,36.7515939,-4.0968985
way/178015771,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,36.4995914,-4.7922104
way/178839090,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,42.1904849,2.4769847
way/180792176,Mercadona,Mercadona,,supermarket,,Avenida de Medina Azahara 1,Avenida de Medina Azahara,1,4621,,,,,+34 950617434,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,37.2135833,-1.8311637
way/180914978,Mercadona,Mercadona,,supermarket,,Paseo del Malecón 11,Paseo del Malecón,11,4630,,,,,+34 950133380,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,37.1877524,-1.8192788
way/181675738,Mercadona,Mercadona,,supermarket,,Calle de Alfredo Marqueríe 14,Calle de Alfredo Marqueríe,14,28034,Madrid,,,,+34 91 756 2300,,https://www.mercadona.es,,,,,,40.4861658,-3.7070111
way/181677189,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.3718557,-3.7293427
way/183632090,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-21:30,,,,,41.9895172,-4.5189924
way/184182187,Mercadona,Mercadona,,supermarket,,Plaça dels Cinc Pins 26-36,Plaça dels Cinc Pins,26-36,8100,Mollet del Vallès,,,,+34 935705012,,https://www.mercadona.es,,,,,,41.5441993,2.2075828
way/184309405,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,36.6696313,-6.1529587
way/186256110,Mercadona,Mercadona,,supermarket,,,,,,,,,,+34 956 68 29 74,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,36.0246806,-5.6110524
way/186312810,Mercadona,Mercadona,,supermarket,,s/n,,s/n,,Arriondas / Les Arriondes,,,,34985840765,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,43.3781245,-5.1849794
way/188942798,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,36.400428,-6.1678194
way/190656224,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,36.8400746,-2.4029344
way/192247263,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,yes,41.6666422,-4.7307054
way/192325309,Mercadona,Mercadona,,supermarket,,Calle de la Secoya,Calle de la Secoya,,28054,Madrid,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,40.3720311,-3.7426089
way/194372936,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.4059315,-3.5911184
way/194811296,Mercadona,Mercadona,,supermarket,,Calle Jesús de Nazaret,Calle Jesús de Nazaret,,23009,Jaén,,,,+34 953 27 11 15,,https://info.mercadona.es/es/supermercados?s=23009&k=883185311708,Mo-Sa 09:00-21:30,,,,,37.7839405,-3.7758886
way/194818444,Mercadona,Mercadona,,supermarket,,Calle Mercedes Lamarque,Calle Mercedes Lamarque,,23009,Jaén,,,,+34 953276399,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,37.7877959,-3.7848124
way/195264318,Mercadona,Mercadona,,supermarket,,Calle Don Juan de Borbón 1,Calle Don Juan de Borbón,1,4711,,,,,+34 950607881,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,36.6991747,-2.7881428
way/196599851,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,yes,41.5527572,2.4347181
way/196669279,Mercadona,Mercadona,,supermarket,,Calle Esla 1,Calle Esla,1,,,,,,,,https://www.mercadona.es,,,,,,40.3894097,-3.492856
way/197857423,Mercadona,Mercadona,,supermarket,,,,,29400,,,,,,,https://www.mercadona.es,,,,,,36.7519241,-5.165508
way/198926367,Mercadona,Mercadona,,supermarket,,,,,,Pola de Siero,,,,,,https://www.mercadona.es,Mo-Sa 09:15-21:15,,,,,43.3895484,-5.6619347
way/199355903,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,41.1601266,1.1151571
way/199357736,MerKo Cash,Mercadona,,supermarket,,Calle de Santa Ana 60,Calle de Santa Ana,60,,Madridejos,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,39.4673206,-3.5284145
way/200452901,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,38.9790069,-0.1826058
way/203156794,Mercadona,Mercadona,,supermarket,,Carrer d'Ernest Lluch 16,Carrer d'Ernest Lluch,16,43007,Tarragona,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:00,,,,yes,41.1187472,1.2700072
way/203172881,Mercadona,Mercadona,,supermarket,,Avenida de Andalucía 56,Avenida de Andalucía,56,23006,Jaén,,,,+34 953 26 68 68,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,37.7784075,-3.8015651
way/203559198,Mercadona,Mercadona,,supermarket,,Andia mendiaren kalea 10,Andia mendiaren kalea,10,1010,Vitoria-Gasteiz,,,,,,,,,,,,42.8649866,-2.6872407
way/203683760,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,37.6824252,-1.6795484
way/204089965,Mercadona,Mercadona,,supermarket,,Olarizu hiribidea 1,Olarizu hiribidea,1,1006,Vitoria-Gasteiz,,,,,,https://www.mercadona.es,,,,,,42.8346693,-2.6593013
way/204113344,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,37.3885049,-6.2016853
way/204580220,Mercadona,Mercadona,,supermarket,,Calle de Gazaperas 22,Calle de Gazaperas,22,28944,Fuenlabrada,,,,,,https://www.mercadona.es,,,,,,40.2750545,-3.7991121
way/208752990,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:15-21:15,,,,,37.993911,-1.1816928
way/209557722,Mercadona,Mercadona,,supermarket,,,,,,,,,,+34 91 716 48 78,,https://www.mercadona.es,Mo-Sa 09:00-21:00; Su off; PH off,,,,,40.447083,-3.5225696
node/211468933,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.363614,-0.4317022
way/213895988,Mercadona,Mercadona,,supermarket,,Calle Escuelas 11,Calle Escuelas,11,30570,Murcia,,,,+34 968 87 35 34,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,37.9725728,-1.0709559
