objectNumber,storeName,distance,additionalOpeningInfo,seo,address.streetName,address.streetNumber,address.city,address.zip,address.state,address.longitude,address.latitude,status.name,status.from,status.to,openingHours.timeZone,openingHours.items,marketingData.externalUrl,marketingData.offerRegion,marketingData.offerRegionName,marketingData.zone,marketingData.zoneName,marketingData.infoIcons,marketingData.salesAssociationAddress
ES00495,Miranda-Ferrocarril,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Lidl Miranda de Ebro: Calidad y Ahorro Cerca de Ti  \n  \nTe esperamos en tu tienda Lidl en Ronda el Ferrocarril, 90, en Miranda de Ebro, un espacio pensado para ti. Aquí encontrarás todo lo que necesitas para tu compra diaria, combinando calidad y un buen precio. Disfruta de nuestra amplia selección de fruta y verdura de temporada, pan y bollería recién horneados, pescado fresco y una gran variedad de carnes y embutidos. Para tus celebraciones o para darte un gusto, explora nuestra bodega con vinos tintos y blancos, tanto nacionales como internacionales, y una cuidada selección de licores.  \n  \nYa sea para la compra semanal, un producto rápido para llevar o para organizar una fiesta, tenemos lo que buscas. No te olvides de descargar la app Lidl Plus para activar cupones y ahorrar aún más. Consulta nuestras ofertas de los lunes y viernes en el folleto o en la web. Para tu comodidad, la tienda es un local accesible y cuenta con parking, cajas de autopago, taquillas, Wi-Fi gratis y punto de recarga para vehículos eléctricos. Al pagar, aceptamos efectivo, tarjeta de crédito y débito.'}]","Ronda el Ferrocarril,",90,Miranda de Ebro,09200,Castilla-León,-2.9341,42.68892,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [], 'reason': 'REGULAR'}]",,13,Burgos,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}]","
"
ES00496,Pamplona-Mendillorri,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu tienda Lidl en Pamplona te espera  \n  \nTu supermercado Lidl en la Ctra. Sarriguren, 4-5 de Pamplona te ofrece una experiencia de compra cómoda y completa. Aquí encontrarás todo lo que necesitas para tu día a día, desde una gran variedad de fruta y verdura de temporada, pan y bollería recién horneados, hasta pescado fresco, cortes de carne y embutidos de calidad. Nuestra selección también incluye productos ecológicos, artículos para el hogar y nuestras apreciadas marcas propias. Para tu compra, ya sea grande para la familia, para una fiesta o algo rápido para llevar, tenemos lo que buscas.  \n  \nDescubre nuestra sección de bebidas, con vinos tintos y blancos de origen nacional e internacional, así como una selección de licores. Aprovecha los servicios que te ofrecemos, como parking, Wi-Fi gratis, cajas de autopago, taquillas y un punto de recarga para vehículos eléctricos en un local totalmente accesible. No olvides activar tus cupones en la app Lidl Plus para ahorrar aún más. Consulta nuestras ofertas de lunes y viernes en el folleto o en línea. Al pagar, puedes utilizar efectivo, tarjeta de crédito o débito.'}]","Ctra. Sarriguren,",4-5,Pamplona,31016,Navarra,-1.60665,42.8141,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [], 'reason': 'REGULAR'}]",,20,Navarra,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}]","
"
ES00497,Bilbao-Zabalburu,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu tienda Lidl en el corazón de Bilbao  \n  \nEn la C/ Autonomia, 1, te damos la bienvenida a tu tienda Lidl en Bilbao, donde la calidad y el buen precio se unen para tu compra diaria. Aquí encontrarás una amplia gama de productos frescos, desde fruta y verdura de temporada hasta pan y bollería recién horneados. Te ofrecemos también pescado fresco, una variada selección de carnes y embutidos de alta calidad, junto con nuestras reconocidas marcas propias.  \n  \nPara tu comodidad, disponemos de parking, cajas de autopago, taquillas y un local accesible. Además, puedes disfrutar de Wi-Fi gratis y un punto de recarga para vehículos eléctricos. No olvides descargar la app Lidl Plus para activar cupones y ahorrar aún más. Ya sea para la compra semanal, un producto para llevar o para organizar tu próxima fiesta, tenemos lo que necesitas. Descubre nuestra selección de vinos tintos y blancos, nacionales e internacionales, y otras bebidas.  \n  \nPuedes pagar en efectivo, con tarjeta de crédito o débito.'}]","C/ Autonomia,",1,Bilbao,48012,País Vasco,-2.93514,43.25721,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:15:00', 'to': '2026-07-13T21:15:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:15:00', 'to': '2026-07-14T21:15:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:15:00', 'to': '2026-07-15T21:15:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:15:00', 'to': '2026-07-16T21:15:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:15:00', 'to': '2026-07-17T21:15:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:15:00', 'to': '2026-07-18T21:15:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [], 'reason': 'REGULAR'}]",,16,Vizcaya,PEN,Peninsula,"[{'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}, {'id': 13, 'name': 'shopNGo', 'translationName': 'icon.shopNGo', 'odsName': 'self-check-out', 'category': 'service'}]","
"
ES00498,Eibar-Otaola,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': None}]","Avda. Otaola,",32,Eibar,20600,País Vasco,-2.48999,43.17964,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:15:00', 'to': '2026-07-13T21:15:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:15:00', 'to': '2026-07-14T21:15:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:15:00', 'to': '2026-07-15T21:15:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:15:00', 'to': '2026-07-16T21:15:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:15:00', 'to': '2026-07-17T21:15:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:15:00', 'to': '2026-07-18T21:15:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [], 'reason': 'REGULAR'}]",,17,Guipuzcoa,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}]","
"
ES00499,Iurreta-Durango,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': None}]",Mallabiena Poligonoa,4B,Iurreta,48215,País Vasco,-2.64352,43.1771,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:15:00', 'to': '2026-07-13T21:15:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:15:00', 'to': '2026-07-14T21:15:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:15:00', 'to': '2026-07-15T21:15:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:15:00', 'to': '2026-07-16T21:15:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:15:00', 'to': '2026-07-17T21:15:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:15:00', 'to': '2026-07-18T21:15:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [], 'reason': 'REGULAR'}]",,16,Vizcaya,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}]","
"
ES00508,Alcalá de Henares-Dehesa,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu Tienda Lidl en Alcalá de Henares: Calidad y Frescura a tu Alcance  \n  \nTe esperamos en tu tienda Lidl en C/ Hita, 2, en Alcalá de Henares, donde hacer la compra es una experiencia cómoda y agradable. Aquí encontrarás todo lo que necesitas, desde fruta y verdura de temporada hasta pan y bollería recién horneados cada día. Nuestra selección incluye pescado fresco, una variedad de carnes y embutidos de calidad, así como productos ecológicos y artículos para el hogar. Descubre nuestras reconocidas marcas propias, que te garantizan calidad a un precio ajustado. Para tu comodidad, disponemos de parking, cajas de autopago, Wi-Fi gratis, taquillas, punto de recarga para vehículos eléctricos y un local totalmente accesible.  \n  \nPlanifica tu compra consultando nuestras ofertas de los lunes y viernes en el folleto o en nuestra web. Además, con la app Lidl Plus, puedes activar cupones y ahorrar aún más. Ya sea para tu compra semanal, un producto para llevar en tu pausa del mediodía o para organizar una fiesta, tenemos lo que buscas, incluyendo una cuidada selección de vinos tintos y blancos, tanto nacionales como internacionales, y otras bebidas. Al finalizar, puedes pagar en efectivo, con tarjeta de crédito o débito.'}]","C/ Hita,",2,Alcalá de Henares,28805,Madrid,-3.33565,40.50093,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [{'from': '2026-07-19T09:00:00', 'to': '2026-07-19T22:00:00'}], 'reason': 'SUNDAY_REPEAT'}]",,28,Madrid,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}, {'id': 13, 'name': 'shopNGo', 'translationName': 'icon.shopNGo', 'odsName': 'self-check-out', 'category': 'service'}]",
ES00511,Medina del Campo,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu compra fácil y completa en Lidl Medina del Campo  \n  \nTe esperamos en tu tienda Lidl de la Avda. Constitución, s/n, en Medina del Campo, donde hacer la compra es una experiencia cómoda y de calidad. Aquí encontrarás todo lo que necesitas, desde fruta y verdura de temporada hasta pan y bollería recién horneados cada día. Llena tu cesta con pescado fresco, una variada selección de carnes y embutidos de alta calidad. Además, te ofrecemos una amplia gama de productos de alimentación, artículos ecológicos y productos para el hogar.  \n  \nPara tu comodidad, disponemos de parking, punto de recarga para vehículos eléctricos, Wi-Fi gratis, taquillas, cajas de autopago y un local accesible. Descubre nuestras reconocidas marcas propias y una cuidada selección de vinos tintos y blancos, tanto nacionales como internacionales, y otras bebidas. No te pierdas nuestras ofertas que encontrarás en el folleto o en la web. Con la app Lidl Plus, activa cupones y ahorra aún más.  \n  \nAl pagar, puedes utilizar efectivo, tarjeta de crédito o débito.'}]","Avda. Constitución,",s/n,Medina del Campo,47400,Castilla-León,-4.91743,41.31868,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [], 'reason': 'REGULAR'}]",,10,Valladolid,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 9, 'name': 'eCharger', 'translationName': 'icon.echarger', 'odsName': 'e-charging-station', 'category': 'service'}, {'id': 3, 'name': 'package', 'translationName': 'icon.package', 'odsName': 'packstation', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}, {'id': 13, 'name': 'shopNGo', 'translationName': 'icon.shopNGo', 'odsName': 'self-check-out', 'category': 'service'}]",
ES00514,Mad-Bravo Murillo,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu tienda Lidl en Bravo Murillo, Madrid  \n  \nTe esperamos en tu tienda Lidl en C/ Bravo Murillo, 62, donde la calidad y el buen precio se unen para tu compra diaria. Aquí encontrarás una amplia selección de frutas y verduras de temporada, pan y bollería recién horneados, así como pescado fresco, diversos cortes de carne y embutidos de alta calidad. Explora nuestras reconocidas marcas propias y productos ecológicos para tu hogar.  \n  \nPlanifica tu compra semanal o la próxima celebración familiar con nosotros. Para un almuerzo rápido, tenemos productos listos para llevar. No te pierdas nuestras ofertas de los lunes y viernes, disponibles en el folleto o en línea. Descubre también nuestra bodega con vinos tintos y blancos, tanto nacionales como internacionales, y una variada gama de licores.  \n  \nPara hacer tu visita más cómoda, disponemos de parking, cajas de autopago, Wi-Fi gratis, taquillas, punto de recarga para vehículos eléctricos y un local accesible. Ahorra más con la app Lidl Plus activando tus cupones. Al pagar, puedes utilizar efectivo, tarjeta de crédito o débito.'}]","C/ Bravo Murillo,",62,Madrid,28003,Madrid,-3.70388,40.44355,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [{'from': '2026-07-19T09:00:00', 'to': '2026-07-19T15:00:00'}], 'reason': 'SUNDAY_REPEAT'}]",,28,Madrid,PEN,Peninsula,"[{'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}, {'id': 13, 'name': 'shopNGo', 'translationName': 'icon.shopNGo', 'odsName': 'self-check-out', 'category': 'service'}]",
ES00515,Mad-Oca,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu tienda Lidl en C/ Oca, Madrid: Calidad y frescura a tu alcance  \n  \nEn C/ Oca, 73-75, te espera tu tienda Lidl de Madrid, pensada para clientes que buscan hacer una compra inteligente sin renunciar a la calidad. Aquí encontrarás una amplia gama de productos frescos, desde fruta y verdura de temporada hasta pan y bollería recién horneados cada día. Te ofrecemos también pescado fresco, una selección de carnes y embutidos de alta calidad. Explora nuestras reconocidas marcas propias, productos ecológicos y todo lo necesario para tu hogar.  \n  \nPara tu comodidad, disponemos de parking, cajas de autopago y un local accesible. Además, aprovecha nuestros servicios de Wi-Fi gratis, taquillas y punto de recarga para vehículos eléctricos. Planifica tu compra consultando las ofertas de lunes y viernes en nuestro folleto o en la web. No te olvides de la app Lidl Plus para activar cupones y ahorrar. Ya sea para la compra semanal, un producto para llevar o preparar una fiesta, aquí lo tienes todo, incluyendo una gran selección de vinos tintos y blancos, nacionales e internacionales, y licores. Al finalizar, puedes pagar en efectivo, con tarjeta de crédito o débito.'}]","C/ Oca,",73-75,Madrid,28025,Madrid,-3.74077,40.3886,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [{'from': '2026-07-19T09:00:00', 'to': '2026-07-19T22:00:00'}], 'reason': 'SUNDAY_REPEAT'}]",,28,Madrid,PEN,Peninsula,"[{'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}, {'id': 13, 'name': 'shopNGo', 'translationName': 'icon.shopNGo', 'odsName': 'self-check-out', 'category': 'service'}]","
"
ES00521,Zamora,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu tienda Lidl en Zamora: Calidad y frescura cerca de ti  \n  \nTe esperamos en tu tienda Lidl en C. del Pinar, 8, en Zamora, para que tu compra sea una experiencia cómoda y completa. Aquí encontrarás una forma inteligente de hacer la compra, combinando calidad con precios ajustados. Disfruta de una gran variedad de fruta y verdura fresca de temporada, pan y bollería recién horneados, pescado fresco, así como una selección de carnes y embutidos de alta calidad. Además, te ofrecemos productos ecológicos y artículos de hogar para tu día a día.  \n  \nPara tus celebraciones o momentos especiales, explora nuestra bodega con vinos tintos y blancos, tanto nacionales como internacionales, y una cuidada selección de licores. No olvides descargar la app Lidl Plus para activar cupones y ahorrar aún más. Consulta nuestras próximas ofertas del lunes y viernes en el folleto o en línea.  \n  \nNuestra tienda cuenta con parking, punto de recarga para vehículos eléctricos, Wi-Fi gratis, taquillas, cajas de autopago y es un local accesible. Puedes pagar en efectivo, con tarjeta de crédito o débito.'}]",C. del Pinar,8,Zamora,49023,Castilla-León,-5.74463,41.51553,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [], 'reason': 'REGULAR'}]",,7,Zamora,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}]",
ES00529,Mad-Rodríguez San Pedro,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu Lidl en Madrid te da la bienvenida  \n  \nEn la C/ Rodríguez San Pedro, 22, en Madrid, te espera tu tienda Lidl con todo lo que necesitas para tu día a día. Aquí puedes hacer tu compra de forma inteligente, ya que te ofrecemos calidad a un precio ajustado. Disfruta de una amplia selección de fruta y verdura de temporada, pan y bollería recién horneados, pescado fresco, así como una gran variedad de carnes y embutidos. Además, encontrarás productos ecológicos y artículos para el hogar. No te olvides de nuestras marcas propias, reconocidas por su calidad. Para tu comodidad, la tienda cuenta con parking, cajas de autopago, taquillas, Wi-Fi gratis, punto de recarga para vehículos eléctricos y es un local accesible.  \n  \nYa sea para la compra semanal, un producto para llevar en tu pausa del mediodía o para organizar una celebración, aquí lo tienes todo. Descubre nuestra sección de vinos tintos y blancos, tanto nacionales como internacionales, y otras bebidas. Ahorra en cada compra activando tus cupones en la App Lidl Plus y consulta nuestras ofertas de los lunes y viernes en el folleto o en la web. Al finalizar, puedes pagar en efectivo, con tarjeta de crédito o débito.'}]","C/ Rodríguez San Pedro,",22,Madrid,28015,Madrid,-3.70969,40.4317,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [{'from': '2026-07-19T09:00:00', 'to': '2026-07-19T22:00:00'}], 'reason': 'SUNDAY_REPEAT'}]",,28,Madrid,PEN,Peninsula,"[{'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}, {'id': 13, 'name': 'shopNGo', 'translationName': 'icon.shopNGo', 'odsName': 'self-check-out', 'category': 'service'}]","
"
